NAME,DISTRICT,OFFICE,CYCLECAND,CURCAND,PARTY,INCUMBENCY,Netreceipts,NetDisbments,Inidv,ECOH,CandContrib,CandLoan,CandLoanRepay,DebtOwed,EndDate,,#REF!
"Ivey, Glenn",MD 004,US HOUSE,Y,1,D,Incumbent,"404,803.13","284,026.13","197,823.00","426,165.00",0,0,0,0,12/31/2025,,
"Desaulnier, Mark",CA 010,US HOUSE,Y,1,D,Incumbent,"404,368.00","307,785.00","190,561.00","725,570.00",0,0,0,0,12/31/2025,,
"Way, Tahesha",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"403,741.00","318,378.00","390,541.00","85,363.00",0,0,0,0,1/16/2026,,
"Plaskett, Stacey",VI 001,US HOUSE,Y,1,D,Incumbent,"400,632.39","362,622.39","172,606.00","49,256.00",0,0,0,24733,12/31/2025,,
"Davidson, Warren",OH 008,US HOUSE,Y,1,R,Incumbent,"399,143.98","305,425.98","109,595.00","488,418.00",0,0,0,0,12/31/2025,,
"Bankole, Yasmeen",IL 008,US HOUSE,Y,1,D,Not an Incumbent,"398,087.02","227,308.02","238,144.00","170,779.00",7000,136500,3625,132874,12/31/2025,,
"Harris, Mark",NC 008,US HOUSE,Y,1,R,Incumbent,"395,687.37","172,579.37","293,586.00","330,640.00",0,0,30000,0,12/31/2025,,
"Harris, Mark",NC 008,US HOUSE,Y,1,R,Incumbent,"395,687.37","172,579.37","293,586.00","330,640.00",0,0,30000,0,12/31/2025,,
"Pekarsky, Stella",VA 011,US HOUSE,Y,1,D,Not an Incumbent,"392,851.00","389,870.00","128,866.00","2,980.00",0,250000,0,250000,12/31/2025,,
"Ford, La",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"390,480.00","82,932.00","295,530.00","307,547.00",0,100000,0,100000,12/31/2025,,
"Berge, Emily",WI 003,US HOUSE,Y,1,D,Not an Incumbent,"388,034.00","318,226.00","386,902.00","69,808.00",1053,0,0,0,12/31/2025,,
"Hall, Heidi",CA 003,US HOUSE,Y,1,D,Not an Incumbent,"386,647.74","307,049.74","354,041.00","82,054.00",7020,20000,0,20000,12/31/2025,,
"Rabb, Christopher",PA 003,US HOUSE,Y,1,D,Not an Incumbent,"384,065.00","285,344.00","379,316.00","98,721.00",0,0,0,0,12/31/2025,,
"Cain Iii, Briscoe",TX 009,US HOUSE,Y,1,R,Not an Incumbent,"383,692.00","112,763.00","227,560.00","270,928.00",0,100000,0,100000,12/31/2025,,
"Lynch, Stephen",MA 008,US HOUSE,Y,1,D,Incumbent,"381,740.00","358,462.00","162,963.00","1,112,001.00",0,0,0,0,12/31/2025,,
"Osyf, James",VA 002,US HOUSE,Y,1,D,Not an Incumbent,"380,148.43","271,139.43","373,655.00","109,009.00",7000,0,0,28500,12/31/2025,,
"Plucinski, Greg",KY 006,US HOUSE,Y,1,R,Not an Incumbent,"378,470.18","146,575.18","15,395.00","231,894.00",58075,95000,0,305000,12/31/2025,,
"Keohokalole, Jarrett",HI 001,US HOUSE,Y,1,D,Not an Incumbent,"377,743.25","173,175.25","345,494.00","204,568.00",0,0,0,7000,12/31/2025,,
"Ho, Thien",CA 006,US HOUSE,Y,1,D,Not an Incumbent,"377,198.86","47,037.86","372,199.00","330,160.00",0,0,0,0,12/31/2025,,
"Pruitt, Mike",VA 005,US HOUSE,Y,1,D,Not an Incumbent,"371,683.00","217,158.00","371,748.00","154,524.00",320,0,0,0,12/31/2025,,
"Lindstrom, Brett",NE 002,US HOUSE,Y,1,R,Not an Incumbent,"370,831.00","70,241.00","129,652.00","300,590.00",0,0,0,0,12/31/2025,,
"Gordon, Deanna",KY 006,US HOUSE,Y,1,R,Not an Incumbent,"367,970.00","96,825.00","96,770.00","271,144.00",0,268000,0,268000,12/31/2025,,
"Fulcher, Russ",ID 001,US HOUSE,Y,1,R,Incumbent,"367,805.36","326,846.36","209,755.00","220,967.00",0,0,0,0,12/31/2025,,
"Jasser, M.",AZ 004,US HOUSE,Y,1,R,Not an Incumbent,"367,144.00","77,503.00","352,196.00","289,640.00",10000,0,0,0,12/31/2025,,
"Williams, Nikema",GA 005,US HOUSE,Y,1,D,Incumbent,"366,714.49","328,426.49","131,976.00","51,529.00",0,0,0,0,12/31/2025,,
"Croft, Cammie",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"366,626.35","233,538.35","353,634.00","133,088.00",18493,0,0,0,1/16/2026,,
"Harrison, Raven",FL 023,US HOUSE,Y,1,R,Not an Incumbent,"364,809.00","156,800.00","66,183.00","208,008.00",6968,542000,250000,293897,12/31/2025,,
"Hawkins, Alexander",MI 010,US HOUSE,Y,1,D,Not an Incumbent,"364,233.95","364,233.95","351,176.00",0,1130,24000,6873,0,9/30/2025,,
"Kirwan, Michael",FL 004,US HOUSE,Y,1,D,Not an Incumbent,"363,506.00","180,533.00","260,077.00","182,972.00",101168,0,0,0,12/31/2025,,
"Zamora, Martin",NM 003,US HOUSE,Y,1,R,Not an Incumbent,"363,244.00","94,731.00","357,244.00","268,513.00",0,0,0,0,12/31/2025,,
"Parks, Stewart",TN 007,US HOUSE,Y,1,R,Not an Incumbent,"362,516.00","362,516.00","63,832.00",0,231617,67167,100,0,12/6/2025,,
"Polan, Sam",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"362,063.00","222,823.00","80,029.00","139,240.00",2000,275000,0,278611,12/31/2025,,
"Hach, Gregory",NY 003,US HOUSE,Y,1,R,Not an Incumbent,"360,259.00","68,551.00","10,259.00","300,944.00",0,350000,0,560000,12/31/2025,,
"Smith, Chris",NJ 004,US HOUSE,Y,1,R,Incumbent,"358,906.00","310,547.00","229,518.00","412,424.00",0,0,0,0,12/31/2025,,
"Cisneros, Gilbert",CA 031,US HOUSE,Y,1,D,Incumbent,"357,469.16","285,885.16","100,398.00","111,660.00",0,0,0,5450000,12/31/2025,,
"Limon, Santos",TX 023,US HOUSE,Y,1,D,Not an Incumbent,"356,755.00","6,815.00","2,355.00","349,940.00",0,354400,0,354400,6/30/2025,,
"Lawrence, William",MI 007,US HOUSE,Y,1,D,Not an Incumbent,"356,569.25","129,208.25","346,499.00","227,361.00",25,10000,0,10000,12/31/2025,,
"Fields, Cleo",LA 006,US HOUSE,Y,1,D,Incumbent,"355,207.56","198,947.56","268,737.00","193,699.00",0,0,0,0,12/31/2025,,
"Foushee, Valerie",NC 004,US HOUSE,Y,1,D,Incumbent,"353,336.22","245,418.22","167,140.00","193,614.00",0,0,0,0,12/31/2025,,
"Durant, Tara",VA 007,US HOUSE,Y,1,R,Not an Incumbent,"353,209.00","130,692.00","323,536.00","222,517.00",0,0,0,0,12/31/2025,,
"Self, Keith",TX 003,US HOUSE,Y,1,R,Incumbent,"353,060.70","168,371.70","266,169.00","294,030.00",673,0,0,0,12/31/2025,,
"Hafeez, Zeeshan",TX 033,US HOUSE,Y,1,D,Not an Incumbent,"352,030.00","183,954.00","352,030.00","168,076.00",0,0,0,0,12/31/2025,,
"Rutherford, John",FL 005,US HOUSE,Y,1,R,Incumbent,"349,612.66","215,498.66","125,612.00","311,783.00",0,0,0,0,12/31/2025,,
"Furman, Jay",TX 028,US HOUSE,Y,1,R,Not an Incumbent,"348,940.73","92,271.73","100,971.00","261,591.00",17872,240000,26100,777469,12/31/2025,,
"Furman, Jay",TX 035,US HOUSE,Y,1,R,Not an Incumbent,"348,940.73","92,271.73","100,971.00","261,591.00",17872,240000,26100,777469,12/31/2025,,
"Fallon, Patrick",TX 004,US HOUSE,Y,1,R,Incumbent,"348,730.45","215,865.45","165,983.00","792,942.00",0,0,0,25000,12/31/2025,,
"Daniels, Sholdon",TX 030,US HOUSE,Y,1,R,Not an Incumbent,"347,548.68","337,730.68","345,482.00","9,817.00",1375,700,700,0,12/31/2025,,
"Mims, Dan",TX 009,US HOUSE,Y,1,R,Not an Incumbent,"347,089.00","66,329.00","37,940.00","280,759.00",9149,300000,0,300000,12/31/2025,,
"Dalton, Bale",FL 007,US HOUSE,Y,1,D,Not an Incumbent,"343,640.00","43,912.00","340,150.00","299,728.00",0,0,0,0,12/31/2025,,
"Sneed, Andrew",AL 005,US HOUSE,Y,1,D,Not an Incumbent,"340,418.00","135,864.00","325,807.00","204,553.00",20000,0,0,0,12/31/2025,,
"Kimes Dr, Heavenly",GA 013,US HOUSE,Y,1,D,Not an Incumbent,"339,612.47","149,176.47","86,113.00","190,436.00",3500,250000,0,255265,12/31/2025,,
"Mcauley, Darren",FL 015,US HOUSE,Y,1,D,Not an Incumbent,"337,762.00","161,628.00","278,277.00","176,134.00",50000,0,0,0,12/31/2025,,
"Grantham, Travis W",AZ 005,US HOUSE,Y,1,R,Not an Incumbent,"335,803.00","250,830.00","326,523.00","85,121.00",3500,250000,250000,311911,12/31/2025,,
"Allam, Nida",NC 004,US HOUSE,Y,1,D,Not an Incumbent,"334,739.96","28,954.96","314,240.00","305,785.00",0,0,0,0,12/31/2025,,
"Vargas, Juan",CA 052,US HOUSE,Y,1,D,Incumbent,"334,722.00","392,157.00","91,354.00","33,405.00",0,0,0,0,12/31/2025,,
"Pratt, Michael",TX 038,US HOUSE,Y,1,R,Not an Incumbent,"334,456.00","19,347.00","54,456.00","315,109.00",0,280000,0,280000,12/31/2025,,
"Conyears-Ervin, Melissa",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"333,416.00","125,205.00","333,415.00","216,943.00",3500,0,0,0,12/31/2025,,
"Twedt-Ball, Clinton",IA 002,US HOUSE,Y,1,D,Not an Incumbent,"332,420.41","178,842.41","332,820.00","153,577.00",0,0,0,0,12/31/2025,,
"Cherfilus-Mccormick, Sheila",FL 020,US HOUSE,Y,1,D,Incumbent,"329,646.87","230,464.87","264,674.00","106,698.00",0,1254,12100,4385289,12/31/2025,,
"Sawant, Kshama",WA 009,US HOUSE,Y,1,I,Not an Incumbent,"329,036.00","232,452.00","329,036.00","96,583.00",0,0,0,0,12/31/2025,,
"Boykin, Richard",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"328,110.00","222,639.00","328,110.00","105,471.00",0,0,0,0,12/31/2025,,
"Biggs, Sheri",SC 003,US HOUSE,Y,1,R,Incumbent,"326,399.04","246,566.04","69,246.00","183,918.00",0,0,0,395000,12/31/2025,,
"Kistner, Tyler",MN 002,US HOUSE,Y,1,R,Not an Incumbent,"326,282.28","315,938.28","239,409.00","10,344.00",0,0,0,0,12/31/2025,,
"Oberacker Jr, Peter",NY 019,US HOUSE,Y,1,R,Not an Incumbent,"325,977.00","130,346.00","175,477.00","195,631.00",0,130000,0,130000,12/31/2025,,
"Swartz, Jessica",MI 004,US HOUSE,Y,1,D,Not an Incumbent,"325,618.72","319,179.72","336,629.00","121,966.00",0,0,0,0,12/31/2025,,
"Wheeler, Mike",TX 021,US HOUSE,Y,1,R,Not an Incumbent,"325,374.00","137,296.00","100,483.00","188,077.00",0,224891,0,224891,12/31/2025,,
"Yarbrough, Jace",TX 032,US HOUSE,Y,1,R,Not an Incumbent,"325,183.00","2,290.00","122,183.00","322,892.00",0,202000,0,202000,12/31/2025,,
"Ebben, Jessi",WI 007,US HOUSE,Y,1,R,Not an Incumbent,"324,848.00","59,640.00","262,733.00","266,810.00",41500,50000,0,0,12/31/2025,,
"Leuschen, James",NE 002,US HOUSE,Y,1,D,Not an Incumbent,"322,951.77","97,024.77","305,012.00","225,927.00",7000,0,0,0,12/31/2025,,
"Williamson, Michael",VA 002,US HOUSE,Y,1,D,Not an Incumbent,"322,899.00","293,373.00","321,152.00","29,525.00",2902,0,0,0,12/31/2025,,
"Simmons, Mike",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"322,505.00","187,353.00","310,380.00","135,151.00",0,0,0,0,12/31/2025,,
"Kirk, Justin",MI 010,US HOUSE,Y,1,R,Not an Incumbent,"322,063.00","14,082.00","22,963.00","307,981.00",0,299100,0,299100,12/31/2025,,
"Denney, Audrey",CA 001,US HOUSE,Y,1,D,Not an Incumbent,"321,370.86","176,266.86","314,031.00","145,103.00",0,0,0,0,12/31/2025,,
"Pan Dr., Richard",CA 006,US HOUSE,Y,1,D,Not an Incumbent,"317,392.00","188,695.00","289,976.00","128,696.00",0,0,0,0,12/31/2025,,
"Whipple, Cody",NV 004,US HOUSE,Y,1,R,Not an Incumbent,"316,133.00","109,946.00","208,014.00","206,186.00",5118,100000,0,144994,12/31/2025,,
"Mckee, Joshua",AL 001,US HOUSE,Y,1,R,Not an Incumbent,"315,106.00","49,751.00","165,863.00","265,355.00",0,171397,6655,164742,12/31/2025,,
"Rhodes, Ryan",IA 004,US HOUSE,Y,1,R,Not an Incumbent,"314,674.00","110,216.00","209,816.00","204,457.00",0,100000,0,100000,12/31/2025,,
"Reynoso, Antonio",NY 007,US HOUSE,Y,1,D,Not an Incumbent,"314,041.00","12,099.00","317,541.00","301,941.00",0,0,0,0,12/31/2025,,
"Desjarlais, Scott",TN 004,US HOUSE,Y,1,R,Incumbent,"313,069.02","164,049.02","137,569.00","515,037.00",0,0,0,0,12/31/2025,,
"Hollier, Adam",MI 013,US HOUSE,Y,1,D,Not an Incumbent,"310,948.00","508,329.00","287,648.00",791,0,0,0,0,12/31/2025,,
"Schultz, Matthew",AK 001,US HOUSE,Y,1,D,Not an Incumbent,"308,965.00","88,400.00","309,040.00","220,565.00",0,0,0,0,12/31/2025,,
"Despain, Monique",OR 004,US HOUSE,Y,1,R,Not an Incumbent,"308,957.00","32,991.00","109,601.00","275,965.00",0,0,0,0,12/31/2025,,
"Alfonso, Michael",WI 007,US HOUSE,Y,1,R,Not an Incumbent,"306,864.00","27,466.00","273,569.00","279,398.00",0,0,0,0,12/31/2025,,
"Cohen, Steve",TN 009,US HOUSE,Y,1,D,Incumbent,"305,010.00","209,964.00","46,864.00","1,814,378.00",0,0,0,0,12/31/2025,,
"Enriquez, Abraham",TX 019,US HOUSE,Y,1,R,Not an Incumbent,"304,925.00","90,513.00","203,925.00","214,412.00",0,100000,0,100000,12/31/2025,,
"Schwartz, Daniel",MD 001,US HOUSE,Y,1,D,Not an Incumbent,"304,329.00","221,128.00","295,433.00","83,200.00",2567,13000,6302,6697,12/31/2025,,
"Wilson, Joe",SC 002,US HOUSE,Y,1,R,Incumbent,"303,592.50","267,963.50","162,607.00","80,141.00",0,0,0,0,12/31/2025,,
"Hanig, Bobby",NC 001,US HOUSE,Y,1,R,Not an Incumbent,"301,906.00","67,763.00","187,506.00","234,142.00",0,100500,0,100500,12/31/2025,,
"Phillips-Staley, Effie",NY 017,US HOUSE,Y,1,D,Not an Incumbent,"301,606.00","282,071.00","136,668.00","29,478.00",0,100000,0,165000,12/31/2025,,
"Shurka, Mathew",NY 012,US HOUSE,Y,1,D,Not an Incumbent,"301,457.88","47,784.88","201,608.00","253,672.00",0,0,0,100000,12/31/2025,,
"Garamendi, John",CA 008,US HOUSE,Y,1,D,Incumbent,"301,335.00","354,991.00","141,585.00","1,211,061.00",0,0,0,0,12/31/2025,,
"Gallant, Christopher",NY 001,US HOUSE,Y,1,D,Not an Incumbent,"300,741.00","252,957.00","295,836.00","47,783.00",3500,0,0,0,12/31/2025,,
"Mcnabb, Barrett",TX 038,US HOUSE,Y,1,R,Not an Incumbent,"300,043.00","264,051.00","85,381.00","35,992.00",0,215100,0,215100,12/31/2025,,
"Jakious, Rick",MA 006,US HOUSE,Y,1,D,Not an Incumbent,"299,643.00","57,673.00","248,143.00","241,969.00",0,50000,0,50000,12/31/2025,,
"Gimenez, Carlos",FL 028,US HOUSE,Y,1,R,Incumbent,"297,979.00","286,753.00","93,290.00","587,253.00",0,0,0,0,12/31/2025,,
"Lamb, Mark",AZ 005,US HOUSE,Y,1,R,Not an Incumbent,"295,662.00","101,554.00","224,242.00","194,107.00",20,40000,0,40000,12/31/2025,,
"Ogles, Andy",TN 005,US HOUSE,Y,1,R,Incumbent,"293,490.02","293,330.02","211,740.00","62,080.00",0,0,0,70368,12/31/2025,,
"Coover, Don",KS 002,US HOUSE,Y,1,D,Not an Incumbent,"292,528.00","163,470.00","285,178.00","129,058.00",7000,0,0,0,12/31/2025,,
"Scott, Bobby",VA 003,US HOUSE,Y,1,D,Incumbent,"290,962.00","358,183.00","147,621.00","95,642.00",0,0,0,3191,12/31/2025,,
"Dunlap, Matt",ME 002,US HOUSE,Y,1,D,Not an Incumbent,"289,927.00","135,257.00","275,328.00","154,669.00",0,10000,0,10000,12/31/2025,,
"Rios, Lorenzo",CA 021,US HOUSE,Y,1,R,Not an Incumbent,"289,352.00","141,125.00","262,854.00","148,226.00",0,25000,0,90181,12/31/2025,,
"Cahill, Jason",TX 021,US HOUSE,Y,1,R,Not an Incumbent,"284,491.00","167,123.00","34,425.00","117,368.00",0,250000,0,250000,12/31/2025,,
"Vang, Mai",CA 007,US HOUSE,Y,1,D,Not an Incumbent,"282,620.00","83,955.00","267,904.00","198,664.00",0,0,0,32656,12/31/2025,,
"Webster, Daniel",FL 011,US HOUSE,Y,1,R,Incumbent,"281,969.24","247,035.24","112,314.00","134,963.00",0,0,0,0,12/31/2025,,
"Oppenheim, Jesse",NC 008,US HOUSE,Y,1,D,Not an Incumbent,"279,368.46","148,193.46","251,110.00","131,174.00",25508,0,0,0,12/31/2025,,
"De La Torre, Hector",CA 041,US HOUSE,Y,1,D,Not an Incumbent,"279,332.00","13,517.00","277,582.00","265,814.00",0,0,0,0,12/31/2025,,
"Beriont, Carleigh",NH 001,US HOUSE,Y,1,D,Not an Incumbent,"278,136.94","243,712.94","277,012.00","34,423.00",3500,0,0,0,12/31/2025,,
"Jones, Emanuel",GA 013,US HOUSE,Y,1,D,Not an Incumbent,"278,087.00","79,979.00","129,332.00","198,108.00",5,145500,0,146051,12/31/2025,,
"Gosar, Paul",AZ 009,US HOUSE,Y,1,R,Incumbent,"278,043.00","214,045.00","251,402.00","155,594.00",0,0,0,0,12/31/2025,,
"Halpin, Patrick",NY 002,US HOUSE,Y,1,D,Not an Incumbent,"277,238.00","143,200.00","268,018.00","134,038.00",7000,0,0,0,12/31/2025,,
"Franklin, Scott",FL 018,US HOUSE,Y,1,R,Incumbent,"277,164.00","143,747.00","106,692.00","615,312.00",0,0,91500,298500,12/31/2025,,
"Meade, Perry",CA 040,US HOUSE,Y,1,D,Not an Incumbent,"276,054.00","128,993.00","275,079.00","147,060.00",0,0,0,0,12/31/2025,,
"Cohen, Brad",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"275,856.00","13,282.00","278,256.00","262,573.00",0,0,0,22500,12/31/2025,,
"Vondras, Joan",MO 002,US HOUSE,Y,1,D,Not an Incumbent,"274,307.00","11,181.00","13,845.00","263,125.00",0,260000,0,260000,12/31/2025,,
"Latimer, George",NY 016,US HOUSE,Y,1,D,Incumbent,"274,023.08","375,908.08","136,693.00","90,768.00",0,0,0,0,12/31/2025,,
"Lujan, John",TX 035,US HOUSE,Y,1,R,Not an Incumbent,"273,916.00","197,773.00","255,969.00","76,143.00",0,12000,0,48546,12/31/2025,,
"Hysenaj, Diamant",NY 014,US HOUSE,Y,1,R,Not an Incumbent,"273,739.00","237,376.00","264,101.00","36,363.00",0,8888,0,43094,12/31/2025,,
"Sacks, Mike",NY 017,US HOUSE,Y,1,D,Not an Incumbent,"270,938.72","245,884.72","270,964.00","25,054.00",0,0,0,0,12/31/2025,,
"Castro, Joaquin",TX 020,US HOUSE,Y,1,D,Incumbent,"270,371.00","293,316.00","189,303.00","115,712.00",0,0,0,0,12/31/2025,,
"Ramirez, Lisa",CA 040,US HOUSE,Y,1,D,Not an Incumbent,"268,728.25","186,835.25","213,471.00","81,892.00",26235,20000,0,20000,12/31/2025,,
"Goldfarb, Michael",NY 009,US HOUSE,Y,1,D,Not an Incumbent,"268,458.00","109,209.00","168,458.00","159,248.00",0,0,0,100000,12/31/2025,,
"Lally Dr., James",NV 003,US HOUSE,Y,1,D,Not an Incumbent,"263,619.00","142,464.00","160,426.00","121,155.00",0,100000,0,100000,12/31/2025,,
"Pingree, Chellie",ME 001,US HOUSE,Y,1,D,Incumbent,"263,287.64","232,139.64","115,891.00","446,826.00",0,0,0,20000,12/31/2025,,
"Keating, Bill",MA 009,US HOUSE,Y,1,D,Incumbent,"262,515.00","358,807.00","161,415.00","569,574.00",0,0,0,0,12/31/2025,,
"Pyati, Nick",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"261,823.74","202,335.74","260,889.00","59,487.00",0,0,0,0,12/31/2025,,
"Cortese, Mike",TN 005,US HOUSE,Y,1,D,Not an Incumbent,"260,913.00","97,240.00","257,413.00","163,673.00",0,0,0,0,12/31/2025,,
"Johnson, Cliff",MS 001,US HOUSE,Y,1,D,Not an Incumbent,"258,863.00","107,705.00","252,963.00","151,158.00",10500,0,0,0,12/31/2025,,
"Nguyen, Tram",MA 006,US HOUSE,Y,1,D,Not an Incumbent,"256,835.00","54,957.00","253,770.00","201,878.00",0,0,0,0,12/31/2025,,
"Khanna, Lisa",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"256,054.69","256,054.69","277,528.00",0,0,0,0,0,1/30/2026,,
"Hathaway, Joe",NJ 011,US HOUSE,Y,1,R,Not an Incumbent,"255,703.00","93,823.00","244,638.00","161,879.00",0,0,0,27705,1/16/2026,,
"Dunung, Sanjyot",IL 008,US HOUSE,Y,1,D,Not an Incumbent,"255,517.70","228,268.70","132,211.00","27,249.00",113662,0,0,0,12/31/2025,,
"De La Cruz Jr., Carlos",TX 035,US HOUSE,Y,1,R,Not an Incumbent,"255,294.00","125,077.00","178,294.00","130,216.00",0,50000,0,50000,12/31/2025,,
"Hunt, Evan",TX 003,US HOUSE,Y,1,D,Not an Incumbent,"253,940.00","215,715.00","178,795.00","38,225.00",0,75000,0,80652,12/31/2025,,
"Gordon, Mark",AZ 001,US HOUSE,Y,1,D,Not an Incumbent,"253,777.00","168,078.00","240,758.00","85,699.00",3899,0,0,0,12/31/2025,,
"Showalter, Reed",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"253,509.00","118,828.00","218,819.00","134,680.00",5000,25000,0,25000,12/31/2025,,
"Wallace, Rachel",PA 009,US HOUSE,Y,1,D,Not an Incumbent,"253,329.00","46,442.00","252,412.00","206,886.00",0,0,0,0,12/31/2025,,
"Knapp, Jason",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"252,545.00","26,836.00","157,805.00","225,708.00",0,100000,0,136794,12/31/2025,,
"Nguyen, Chi",CA 045,US HOUSE,Y,1,R,Not an Incumbent,"250,690.00","2,250.00","250,690.00","248,440.00",0,0,0,7750,9/30/2025,,
"Fuller, Clay",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"250,126.00","14,620.00","50,126.00","235,505.00",0,200000,0,200000,12/31/2025,,
"Young, Martin",PA 006,US HOUSE,Y,1,R,Not an Incumbent,"249,257.00","84,904.00","198,004.00","164,352.00",50000,0,0,0,12/31/2025,,
"Chaplik, Joseph",AZ 001,US HOUSE,Y,1,R,Not an Incumbent,"249,250.00","9,083.00","49,250.00","240,166.00",0,200000,0,200000,12/31/2025,,
"Buck Iii, Asa",NC 001,US HOUSE,Y,1,R,Not an Incumbent,"248,160.00","14,863.00","189,160.00","233,296.00",0,59000,0,59000,12/31/2025,,
"Loudermilk, Barry",GA 011,US HOUSE,Y,1,R,Incumbent,"246,428.75","189,475.75","33,900.00","229,937.00",0,0,0,0,12/31/2025,,
"Noveletsky, Hollie",NH 001,US HOUSE,Y,1,R,Not an Incumbent,"245,039.00","18,034.00","234,552.00","227,005.00",3345,0,0,165000,12/31/2025,,
"Jackson, Jonathan",IL 001,US HOUSE,Y,1,D,Incumbent,"243,862.25","220,883.25","172,875.00","76,667.00",0,0,0,27000,12/31/2025,,
"Pino, Rosemary",NJ 009,US HOUSE,Y,1,R,Not an Incumbent,"243,814.32","202,194.32","247,765.00","41,620.00",0,0,0,93040,12/31/2025,,
"Pelbath, Alex",SC 001,US HOUSE,Y,1,R,Not an Incumbent,"242,228.15","112,864.15","230,228.00","129,363.00",0,0,0,0,12/31/2025,,
"Anderson, Tera",NV 003,US HOUSE,Y,1,R,Not an Incumbent,"240,552.00","71,843.00","140,452.00","168,708.00",0,100100,0,100100,12/31/2025,,
"Cephas, Morgan",PA 003,US HOUSE,Y,1,D,Not an Incumbent,"239,328.00","130,670.00","226,278.00","108,657.00",0,0,0,17392,12/31/2025,,
"Crabtree, Casey",SD 001,US HOUSE,Y,1,R,Not an Incumbent,"236,562.00","102,693.00","226,973.00","133,868.00",0,0,0,0,12/31/2025,,
"Hassan, Amir",MI 008,US HOUSE,Y,1,R,Not an Incumbent,"235,077.00","169,890.00","197,077.00","65,187.00",3500,25000,15000,10000,12/31/2025,,
"Cortez, Joshua",TX 035,US HOUSE,Y,1,R,Not an Incumbent,"233,159.00","109,106.00","221,659.00","124,053.00",0,12000,2000,10000,12/31/2025,,
"White Jr., Robert",DC 001,US HOUSE,Y,1,D,Not an Incumbent,"229,573.00","77,754.00","230,399.00","151,818.00",0,0,0,87250,12/31/2025,,
"Parker, Star",CA 049,US HOUSE,Y,1,R,Not an Incumbent,"228,578.00","122,749.00","226,167.00","105,829.00",2582,35000,35000,5817,12/31/2025,,
"Hawatmeh, Ola",FL 019,US HOUSE,Y,1,R,Not an Incumbent,"228,489.00","47,028.00","134,864.00","181,461.00",0,24000,22000,2000,12/31/2025,,
"King, Kara",TX 010,US HOUSE,Y,1,R,Not an Incumbent,"227,597.00","67,914.00","121,551.00","159,683.00",8546,100000,0,100000,12/31/2025,,
"Johnson Jr, Hank",GA 004,US HOUSE,Y,1,D,Incumbent,"225,894.13","275,222.13","32,665.00","62,347.00",0,0,0,5211,12/31/2025,,
"Linh, Nina",CA 040,US HOUSE,Y,1,D,Not an Incumbent,"225,871.00","110,966.00","146,066.00","114,905.00",5,80000,0,80591,12/31/2025,,
"Gray, Thomas",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"225,761.00",235,"223,261.00","225,526.00",0,0,0,2880,12/31/2025,,
"Krause, Ryan",TX 035,US HOUSE,Y,1,R,Not an Incumbent,"223,083.00","56,712.00","46,801.00","166,370.00",0,185282,9000,176282,12/31/2025,,
"Gibbs, Jason",CA 027,US HOUSE,Y,1,R,Not an Incumbent,"222,755.00","82,348.00","213,755.00","140,407.00",0,0,0,3500,12/31/2025,,
"Ficker, Robin",MD 006,US HOUSE,Y,1,R,Not an Incumbent,"221,679.00","221,571.00",714,108,0,220964,0,220964,12/31/2025,,
"Martin, James",FL 021,US HOUSE,Y,1,D,Not an Incumbent,"221,569.00","38,435.00","170,834.00","183,133.00",1,50000,0,50000,12/31/2025,,
"Deford, William",SC 001,US HOUSE,Y,1,D,Not an Incumbent,"220,518.00","129,830.00","220,518.00","90,688.00",0,0,0,1000,12/31/2025,,
"Strickler, Matt",VA 002,US HOUSE,Y,1,D,Not an Incumbent,"218,114.00","64,369.00","217,114.00","153,744.00",0,0,0,0,12/31/2025,,
"Mfume, Kweisi",MD 007,US HOUSE,Y,1,D,Incumbent,"217,961.12","163,901.12","106,967.00","747,985.00",0,0,0,0,12/31/2025,,
"Rakov, Jake",CA 032,US HOUSE,Y,1,D,Not an Incumbent,"217,191.80","217,191.80","81,439.00",0,0,500000,352630,0,9/30/2025,,
"Berman, Mitchell",WI 001,US HOUSE,Y,1,D,Not an Incumbent,"217,152.00","126,986.00","212,257.00","90,165.00",0,0,0,0,12/31/2025,,
"Troutman, Eric",CA 047,US HOUSE,Y,1,I,Not an Incumbent,"216,766.00","44,887.00","56,766.00","171,878.00",0,160000,0,164622,12/31/2025,,
"Adams, Alma",NC 012,US HOUSE,Y,1,D,Incumbent,"216,486.00","358,539.00","71,510.00","431,355.00",0,0,0,0,12/31/2025,,
